Reviewer,Rating,Variant,Verified,Date,Text
B**h,5,L,True,2025-04-29 17:23:46,"Alhamdulillah, cntik jhtn kemas material premium sejuk n flowy, size pun ssuai🌹  👍🏽🫶🏻"
D**s,5,L,True,2025-04-26 17:07:28,H: 164 cm w: 53kg . Quality kain is daboomm suitable with the price. Siapa yang tinggi2 this is the one babe
z**s s**l g**g,5,XXXL,True,2025-04-17 15:17:57,"Brg dh sampai..cepat sgt delivery dia...abaya memang cantik..simple dn mewah sgt,👍😘"
S**7,5,M,True,2025-03-30 13:17:04,"Product quality: tip top .. sulaman kat tangan mmng smooth la... x rasa tajam2... jahitan kemas sangat2.. terbaik!!!
dah 2x repeat beli... x pnh mngecewakan.. kali ni tunggu lama utk design ni .. akhirnyaaa dpt beli... tqq siss!!🫰😘"
d**y,5,M,True,2025-03-18 09:36:20,Good quality ! Plus point are the hand inners in the sleeves so you don’t need the handsocks! . Love the design
S**2,5,XXXL,True,2025-03-17 19:13:01,Material best. Cuma ukuran dada kurang drpd saiz chart
Z**A,5,M,True,2025-03-17 12:11:31,"Restock baru ni terus grab.....Alhamdulillah....recommended sangat abaya² dari Arabista....kain best, jahitan kemas, pos pun laju, saya dah repeat banyak kali dah....tq Arabista
Product quality: 10/10"
Z**d,5,M,True,2025-02-26 19:27:15,Kain sangat cantik dan kemas jahitan nya. Yang paling saya suka bahagian tangannya. Mana ada abaya ada peten tangan mcm ni.
A**a,5,XS,True,2025-02-19 01:11:29,cantik sangat abaya niii 🥹 thankyou sbb keluarkan abaya ni 💕 ngam elok size xs dgn saya hehe berat 45kg tinggi 158cm 😆
@**m,5,L,True,2025-02-12 16:22:48,Material kain cantik sgt..tukar saiz admin laju buat delivery..t kasih🥰
#**#,5,XL,True,2025-02-11 17:35:48,Cantik! Suka sangat. Cuma kena alter labuh sbb kita nyer comel. Tq anak pun berkenan juga
s**5,5,M,True,2025-12-30 21:05:01,"Product quality: Good quality, saiz ngam, cantik"
S**🍓,5,M,True,2025-11-08 20:13:06,Product quality: Extra good....kain selesa cantik
n**a,5,XL,True,2025-05-31 21:57:26,"Jubah cantik, kain nampak jatuh bila di pakai👌"
r**f,5,L,True,2026-01-09 16:31:50,Semuanya ok terima kasih 🥰💐😘
a**a,5,XL,True,2025-11-07 19:17:40,"Cantik.
Alhamdulillah 
Kain best"
r**m,5,XS,True,2025-10-09 17:58:59,Product quality: Cantik...saya suka
F**z,5,S,True,2025-07-31 17:20:56,Cabtik sgt…puas hati…kain selesa…
F**a,5,M,True,2025-06-02 19:27:55,Packaging class.. fast deiver..
w**0,5,XL,True,2025-10-21 22:06:40,"Love design, kain dan poket"
w**r,5,M,True,2025-10-02 17:26:26,Product quality: Good
K** l**,5,XL,True,2025-06-14 22:52:41,Best sangat jubah ne
Z**r,5,XXL,True,2025-05-24 22:18:17,Cantik Dan ngam sizenya
M**🌹,5,XXL,True,2025-04-17 11:05:26,Berbaloi beli next beli lagi
L**a I**0,5,S,True,2025-03-21 23:35:36,Cantik love sgt ngan arabista
م**ن,5,M,True,2025-03-06 11:25:41,"Nice, faster delivery"
w**n,5,S,True,2025-02-12 07:42:34,kain best dan selesa
A** A**i,5,M,True,2025-02-12 00:20:03,Serious cantik❤️
🎀**ي ن**🎀,5,M,True,2025-12-27 14:18:50,Cantik gilesss
n**a,5,XS,True,2025-11-12 20:46:01,Cantik sgt
i**k,5,S,True,2025-09-23 15:13:11,sgt cantik❤️
Y**T,5,M,True,2025-05-23 20:44:47,camtik sgat
c**n,5,XS,True,2025-04-24 20:12:39,Sangat cantik
M**Z,5,S,True,2025-03-28 08:42:32,Superp cantik😍
i**b,5,L,True,2025-03-16 15:09:26,Cantik sgt.
u**3,5,XS,True,2025-03-03 06:47:06,Cantik🥰
B**a M**t,5,S,True,2025-02-18 11:38:26,Cantik kain jatuh
Z**s,5,L,True,2025-02-14 13:28:28,Black saiz L
n**d,5,XL,True,2025-02-13 15:19:37,Cantik sangat
s**e,5,M,True,2025-02-12 20:09:37,Cantik sangat
M**n,5,XL,True,2025-02-11 19:19:03,Cantik sangat
S**h,5,XXL,True,2026-02-22 08:10:09,Cantik
S**a,5,XS,True,2026-01-02 00:46:12,Cantik
f**r,5,M,True,2025-12-28 17:41:45,Cantik
i**d,5,XS,True,2025-12-28 14:59:51,good
🥀**🥀,5,S,True,2025-12-28 09:52:01,😍🥰
e**8,5,XL,True,2025-11-08 13:59:41,Terbaik
n**a,5,S,True,2025-09-05 14:03:08,Cantik!
U**n,5,XL,True,2025-05-29 20:03:51,Cantikkk
C** N**h,5,L,True,2025-05-10 13:23:14,ok
N**Z,5,M,True,2025-04-13 10:58:11,👍🏻
E**e,5,M,True,2025-04-10 10:18:31,Great
n**z,5,L,True,2025-03-30 16:26:09,👍
L**r,5,XXXL,True,2025-03-17 17:01:36,Terbaik..
s**f,5,S,True,2025-02-16 21:43:50,👍
s**f,5,XL,True,2025-02-16 21:43:50,👍
O**J,5,L,True,2025-02-13 12:03:36,"Cun
Good"
s**i,5,M,True,2026-02-18 10:35:28,
N**a,5,M,True,2026-02-12 15:44:15,
q**1,5,L,True,2026-01-11 08:47:26,
N**_ k**a,5,XXXL,True,2026-01-10 19:23:13,
S**h,5,M,True,2026-01-09 05:33:06,
a**r,5,M,True,2026-01-05 20:29:50,
N**a,5,L,True,2026-01-04 11:27:32,
e**9,5,S,True,2026-01-02 07:43:48,
N**h,5,L,True,2025-12-28 07:19:39,
T**9,5,XL,True,2025-12-26 21:56:46,
❤**a A**️,5,XL,True,2025-12-24 15:37:24,
I**1,5,XXXL,True,2025-12-21 14:42:26,
h**1,5,L,True,2025-12-01 17:44:40,
m**s,5,L,True,2025-11-27 22:32:53,
S**i,5,XXL,True,2025-11-27 14:43:32,
s**a z**,5,S,True,2025-11-23 22:03:10,
f**a,5,M,True,2025-11-21 16:06:55,
R**i,5,XL,True,2025-11-17 22:46:04,
u**4,5,L,True,2025-11-17 21:20:07,
j**n,5,M,True,2025-11-17 11:56:58,
Z**a,5,M,True,2025-11-16 21:26:11,
N**a A**d,5,S,True,2025-11-16 15:41:18,
N**Z,5,XXL,True,2025-11-16 11:00:54,
S**i H**r,5,XXXL,True,2025-11-14 14:30:29,
N** A**h,5,L,True,2025-11-09 22:24:29,
F**2,5,S,True,2025-10-30 01:45:19,
a**a a**z,5,S,True,2025-10-27 23:43:13,
F**h,5,L,True,2025-10-23 07:03:53,
F**h A**,5,XL,True,2025-10-20 16:00:52,
n**f,5,M,True,2025-10-06 08:53:17,
H**,5,M,True,2025-09-30 19:21:37,
🦋**K p**N b**🦋,5,XXXL,True,2025-09-28 12:06:49,
R**n,5,S,True,2025-09-25 09:34:21,
M**a,5,L,True,2025-09-24 10:58:21,
𝙠**𝙖,5,S,True,2025-08-15 18:03:32,
h**i,5,XL,True,2025-08-12 23:09:45,
r**t,5,L,True,2025-07-13 07:50:45,
M**A,5,L,True,2025-07-08 12:22:55,
A**️,5,L,True,2025-07-03 19:40:05,
Z**h Z**l,5,XXXL,True,2025-07-01 22:37:19,
C** M**a Z**i,5,XL,True,2025-06-19 07:41:05,
R**a,4,XL,True,2025-06-19 23:49:04,Good
w**5,4,M,True,2026-01-09 13:44:39,
a**9,4,XL,True,2025-07-24 09:05:19,
