Reviewer,Rating,Variant,Verified,Date,Text
m**a,5,S,True,2024-09-11 16:12:18,Cantik sama saiz ...
A**n,5,S,True,2024-12-10 12:46:48,"alhamdullilah..kain selesa, saiz ngam² (S)"
H**u,5,L,True,2024-09-22 21:43:42,Pakaging yg kemas sgt. Material yg best lovee
z**b,4,L,True,2024-09-07 15:27:31,"Berat 65kg. Tinggi 153cm. Jubah ngam² kalau nak loose better ambik 1 size bigger. Tapi saya nanti tangan akan jadi panjang pula. Labuh memang kena potong dalam sejengkal. Material pula untuk saya agak nipis, kena pakai inner dekat dalam especially bawah cahaya"
k** t**,5,M,True,2025-07-15 16:02:36,Saller sangat bagus...kain cantik tp ketat Sy terpaksa tukar Dan akan oder baru...trm kasih saller baju awk cantik saya suka kekalkan kualiti kain ya...
S**i,5,M,True,2025-03-08 20:57:40,Sya jrng nk review brng yg sya beli..tapi kali nie mgg betul2 best abaya nie..puas hati..nti sya nk beli lagi...cuting pun cantik sya suka sngt2..
n** a**,5,M,True,2025-02-13 21:45:35,Kain selesa sejuk packing pun kemas cantik alhamdulillah
🤍**🤍,5,M,True,2025-02-13 20:14:03,"Dah pakai memang best, flowy, material tak panas..paling lurve inner lengan & poket kiri kanan..
Tinggi 161cm berat 56kg ambil saiz M, suka loose."
A**a,5,XS,True,2024-12-26 00:54:29,alhmdulillah selamat sampai.pertama kali paka baju jubah ni.so cantik yee suka sangat🥰
S**y,5,L,True,2024-12-02 20:37:59,Alhamdulillah sgt berpuas hati.. material kain best dan cantik sgt.. ❤️❤️❤️
N** L**a,5,XL,True,2024-10-05 13:41:06,MasyaaAllah cantiknye kain sejuk ironless ..sgt exskusif packaging ..just labuh tak pe blh potong..nk repeat lg
E**n,5,L,True,2024-09-01 16:44:51,abaya yg terbaik penah beli..kain sgt lembut n waving..selesa utk di pakai..dia pny sulam kat jubah tu..masyaAllah..cantik bebenor..kemas jahitan nye..terbaik..berbaloii beli..
C**u S**a,5,XXXL,True,2024-06-08 22:31:25,Design dan material abaya dari arabista sangat cantik.. packaging pun high class..terbaik.. nak repeat lagi 😍
r**0,5,L,True,2024-09-16 22:03:21,Kain jubah cantik..👍Penghantaran laju
m**z,5,L,True,2024-06-12 19:42:58,terbaik.. kualiti melebihi harga.. best sgt
s**e,5,L,True,2024-11-14 11:23:05,"Cantik sangat,next mau repeat order lg"
h**n,5,M,True,2024-06-12 19:01:53,Worth money buying.. packaging nice!
m**z,5,S,True,2024-11-08 15:25:01,cntikkkk terletak helokkk
i**b,5,L,True,2025-03-09 17:28:21,
Z**n,5,S,True,2024-12-29 13:13:35,الحمدالله
n**a,5,S,True,2024-06-24 12:54:28,Kain cantik
M**6,5,S,True,2024-06-18 09:38:28,MEMANG CANTIK
R**y,5,S,True,2024-06-11 21:40:28,Cantik. Tq seller.
u**1,5,M,True,2026-04-05 11:38:50,"Thanks seller,item received in good condition and like it and so worth it with the price.For sure next repeated and buy it many more! Actually this time buy it as a 🎁! Many time buy with thisseller🥰❤Selller fast responds & friendly! Thank you dear seller & courier for fast shipping & delivered."
j**s,5,"Shawl, L",True,2026-02-16 12:16:33,"Love sangat meterial kain & design.
Will repeat again.
Congrats & tQ saller."
c**🤍,5,"No Shawl, M",True,2026-02-12 13:23:48,ya allqh memang canti puas hati❤️❤️❤️❤️🥰
F**💊,5,M,True,2026-01-14 13:49:55,Penjual pun friendly and ikhlas apatah lagi collectionnya. Cantik kemas jahitan paling best selesa and kena selera. Kita ni dh la cerewet bab pakaian. Lepasni blh buat collection warna2 pulak sbb lurrrvvv sangat
m**a,5,L,True,2025-12-30 16:17:07,"barang sampai dengan keadaan baik bungkusan kemas dan cantik tiada kerosakan dan kain pun  sangat cantik macam kain jubah beli di mekah dan lace pun tebal ada lining pada lengansi tak payahnak paai hand soak
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️"
a**8,5,XL,True,2025-12-20 19:36:22,Baju sgtlah cantik..Premium dpt kotak cantik2..sgtlah recommended..sga seller murah rezeki selalu 🥰🤲🏻
S**a,5,L,True,2025-12-19 13:53:42,"kain yg flowy ..true to size, jahitan kemas , lace kt abaya n shawl premium 😍😍😍"
J**a F**h,5,XS,True,2025-12-07 12:12:02,"Kualiti produk: Alhamdulillah...kain elok dan cantik.cuma bukan cuting A, dia ada ikut badan sikit bahagian atas dekat pinggang baru cuting A."
K**n,5,L,True,2025-06-02 15:46:09,"Masyaallah baju diterima dalam keadaan baik,dibungkus dgn kmas.. Jhitan bju kmas.. Bju terltak helok. Love sangat..tgi 157 berat 60kg sya ambil size L.. Selesa pkai.. Labuh je kna potong skit."
r**i,5,XL,True,2025-05-28 18:50:45,"Sangat berpuashati, baju cantik, design terkini, akn repeat lg, tq😊"
y**g L**🍎,5,XS,True,2025-05-24 07:59:50,Alhamdulillah sampai dengan baik..saiz semua cantik 🥰kain kualiti terbaik sejuk..akan repid order🤗👍❤️❤️❤️❤️❤️❤️
N**a,5,XXL,True,2025-05-11 22:26:40,"sorry lmbt review the best abaya ever 

akan repeat lg ❤️"
D**s,5,L,True,2025-05-06 16:20:38,"H: 164 w:54 
I memang jenis suka pakai meleret so i take L .If u gais taksukaa can take Size M still fit well"
N**6 ✌**,5,XXXL,True,2025-05-04 20:34:58,Kain elok size ngam utk berat 85kg..labuh tutup kaki utk ketinggian 167
R**🌸,5,S,True,2025-03-07 21:26:09,"sangat cantik..for shawl maybe seller perlu improve bahagian material, sebab material tu agak jarang"
b**e,5,L,True,2025-03-07 15:35:45,"Tinggi 161, berat 74 saiz L terletak elok. puas hati sgt2. Terima kasih. Semuanya elok dari segi kain, cutting, bahagian lengan ada lining dalam jadi x nampak tangan kita. Cumanya mungkin kalau lining lebih panjang sedikit lagi 👌. Sy tunggu beg2 lain restock dan akan beli lagi 😃"
R**h,5,S,True,2025-02-11 17:17:57,kain cntik..slesa..sgt2 best..blh repeat lg order..
M**i J**y,5,XXXL,True,2025-02-11 16:17:48,Baju Dah Smp ..Bungkusan Yg Cantik..Bajunya Sangat Cantik TQ So Much Sis 🌸🩷🌸
s**h,5,L,True,2025-01-08 18:07:24,"Material cantik,labuh,fit to size (tggi 165cm brt 68kg)🫰"
n**a,5,S,True,2024-12-28 20:10:02,Alhamdulillah abaya dh sampai lurve sangat2 cutting yg cantek dan kain yg flowwing jatuh terletak elok.🥰🥰
A**n,5,S,True,2024-12-28 08:07:03,"Paling match with my height, the petite girl! No need to alter. Nice packaging too, with a box! Both jubah look exclusive indeed! Will recommend to friends. Thank you!"
ن**ر,5,L,True,2024-12-26 16:56:52,"Order kali ke2, sgt selesa dan x panas...tq seller"
R**m,5,XXL,True,2024-12-25 14:15:02,Kali kedua beli. Jubah sangat baik sebab ada lengan dalam. Design cantik. Selesa pakai. Kain sejuk
** D**a,5,L,True,2024-12-25 11:14:51,Love sgt kain dia. Nak order lagi koleksi utk raya
S**i,5,XXXL,True,2024-12-01 20:04:18,Barang sampai dalam keadaan baik. Sangat puas hati
M**i,5,XXXL,True,2024-11-28 17:38:42,Cantik dan selesa. Size ngam je. Boleh repeat order lg.
_**_,5,XS,True,2024-11-27 22:54:42,"Cantiknya.. cutting dia elok،pakai ringan ja..
Kena oter sikit  kt bawah untuk saya tinggi 149, berat 48
nice!"
A**T,5,S,True,2024-11-04 14:33:59,"Cutting cantik, lengan 2 lapis, lapisan dalam bergetah dipergelangan tangan jadi tak ada issue terdedah.
Quality kain tak sama dengan yang pernah beli dari middle eastern countries, nipis sedikit tapi OK la, kualiti shawl kasar. Apa pun overall puashati, boleh repeat design lain kalau ada size. TQ"
Z**A,5,M,True,2024-10-22 23:48:38,"Kali kedua beli dengan Arabista, memang tak mengecewakan...packing yg nampak mewah, jahitan kemas, kain sejuk dan kelainan abaya arabista terletak pada lengan baju 2 lapisnya....part ni paling suka sekali....terima kasih Arabista."
N**I,5,M,True,2024-10-16 20:21:33,"Cantikkk , kain pun lembit je.. Alhamdulillah 😍"
f**a,5,S,True,2024-10-09 22:39:23,MasyaAllah cntk jubah. Boleh repeat order. insyaAllah.
S**i,5,M,True,2024-10-09 00:07:25,"2nd time beli..sebab cantik, berkualiti dan harga sangat berpatutan ;)"
A** N**I,5,L,True,2024-10-06 20:21:56,"Cantik, kain berat dan sejuk. Labuh, kena potong. Tinggi saya 152"
E**,5,S,True,2024-10-03 18:52:42,Wife kata baju cantik dan material sangat berkualiti.
f**0,5,XXL,True,2024-10-03 17:37:05,Alhamdulillah...dh di terima jubah Arabista ya 3...tq seller
L**🦋,5,S,True,2024-09-30 21:21:49,"Lawaaaaaa. Berbaloi sangat beli dengan material yg diberi. Sedang elok size s dengan saya. Xperlu alter apa2 dah
Ref: 158cm, dada 34-36cm berat 58kg"
k**,5,XL,True,2024-09-08 09:08:46,"Abaya selesa dan kain rasa premium, servis dari seller terbaikk…terimaa kasihh ✨"
r**a,5,S,True,2024-09-01 17:05:59,"Memang cantik dan tak sangka saiz mengikut  seperti chart dia,kira ikut saiz kita sendiri,In Syaa Allah akan repeat lagi,tak rugi beli jubah ni"
a**i n**,5,XL,True,2024-08-26 14:21:41,"This 3rd abaya I bought frm Arabista, Mmg sy mencari abaya nidha sbb selesa dan ia terletak cantik and A cut cutting mmg cantik . Thanks"
E**,5,S,True,2024-06-18 16:37:00,Cantik jubah ni dan selesa pakai kain pun best👍👍
c**s,5,XL,True,2024-06-12 13:52:54,Selesa cantik mmg boleh repeat oder lg kain sgt quality
R**h R**m,5,L,True,2024-06-12 00:30:45,"Abaya ni cantik sangat, kain lembut, lace cantik, terletak kat badan, paling best dah siap2 Ada attached handsock. Cuma labuh sikit untuk size L, selalu ya labuh 56 tapi abaya ni labuh 60, takpe boleh potong, tq seller semoga maju Jaya"
a**n,5,XXXL,True,2024-06-11 20:11:27,Kain nida tp nipis sikit. Tapi ok jer berbaloi la weh dgn rege tu. Overall puas hati beb!
D**n A**a,5,S,True,2024-06-11 18:20:13,Material dia best utk jubah Berat jatuh dan x kedut
n**1,5,XS,True,2024-06-11 12:03:24,Cantik! First time beli abaya online. Not bad. Jahitan kemas.
L**a z**a,5,M,True,2024-10-31 19:08:58,Ngam saiz
a**e,5,XS,True,2025-07-21 00:12:20,Kain dia sgt2 best..👍👍 love it 🥰
m**7,5,L,True,2024-10-26 13:47:17,"Kualiti terbaik, kain sejuk dan harga berpatutan"
K**a,5,XXL,True,2024-10-16 18:30:18,Thanks seller.well received with thanks..cantik!
L**a,5,XL,True,2024-10-16 15:58:18,Kain berat cantik tlg buat kaler putih plak🤣
E**,5,XL,True,2024-10-06 21:24:07,Material best. Labuh boleh potong 👍🏼
k**,5,M,True,2024-09-30 18:00:02,Kain selesa cantik warna hitam yang cantik.
L**A,5,XS,True,2024-09-22 23:26:40,berat 50 tnggi 149 beli saiz xs..cantik sgt..
S**e,4,XXL,True,2025-06-03 23:01:46,Material nida sejuk pakai. Mula2 beli XXL tp cuttingnye kecil. Dpt tukar ke 3XL. Tq admin layanan baik.
F**f,4,S,True,2024-11-30 17:16:43,"Cantik sangat jubah. Kain sejuk lembut. Agak labuh dengan ketinggian saya, tapi boleh alter ."
K**N,4,S,True,2024-09-01 01:05:58,"Satisfied with the material, flowy and worth it. Thanks seller"
U**a,4,XL,True,2024-06-13 21:13:14,"Saya ambik saiz XL utk bahu 17.5. Bahagian dada sampai pinggan agak ketat sedikit (cutting). Sedang jubah patut agak longgar. Saiz sebenar saiz bahu 16 sahaja. Dada 42. Pinggang ke bawah A cut. Longgar. Kena hantar repairlah.. nnt boleh tambah baik bahagian tersebut.
Product quality: Ok"
L**y r**s,5,"No Shawl, XXXL",True,2026-02-15 11:47:10,memang cantik sgt..akan beli lagi..
h**i,5,"No Shawl, M",True,2026-02-14 09:20:04,Abaya ok boleh la .. packaging cantik.
r**a,5,M,True,2024-12-18 10:46:42,Cantik n elegant je bila pakai
L**z,5,M,True,2024-11-29 15:22:04,Item received in good order. TQ seller
U**i M**o 🕊**,5,L,True,2024-11-08 18:19:06,Thx seller fast reply n helpful
A**n A** R**n,5,XL,True,2024-10-14 21:04:53,Cantik tp lengan terlebih panjang
A**i,5,M,True,2024-09-07 20:08:26,Love this product. Packaging 👍
S**z,5,S,True,2024-08-24 15:23:53,Cutting nice and material good
H**a A**h,5,"Shawl, XL",True,2026-02-21 15:18:33,"My 3rd purchase.  
Loveeeee"
I**d,5,S,True,2025-07-31 19:05:18,Material sangat selesa
𝓂**𝓉,5,M,True,2025-05-20 09:25:43,Xpernah mengecewakan!
𝓂**𝓉,5,M,True,2025-03-13 10:43:09,Sumpah best quality baju!
D**r,5,L,True,2025-03-10 17:26:51,Kali kedua beli. 👍
v**e,5,M,True,2025-02-16 15:36:42,Good quality will buy again
M**s S**i,5,L,True,2025-02-12 20:22:56,Cantik sangat 🥰🥰🥰
A**a,5,M,True,2024-12-13 07:03:47,"baju selesa dan tak panas
Product quality: good"
i**l,5,XL,True,2024-12-09 20:44:55,Barang selamat sampai.
E**i,5,XS,True,2024-12-08 12:36:27,"Kain best sgt, selesa dooh.."
Z**e,5,XXL,True,2024-11-10 21:26:54,cantik dan berkualiti
S**t,5,S,True,2024-11-10 17:23:38,"Cantik sgt
Flowy
Kain best"
n**l,5,L,True,2024-11-03 16:44:57,Terima kasih...saya beli
m**2,5,M,True,2024-10-25 14:43:01,"baju sangat cantik,,size 54"
S**h,5,XXL,True,2024-10-06 20:41:21,"Siza okey ,fit and beautiful"
** ** ** ** **,5,XXXL,True,2024-10-05 19:53:49,Cantik..Kain pun terletak je
a**a,5,XXL,True,2024-10-03 11:35:33,Selesa & size cun 🫰
R**7,5,S,True,2024-09-11 19:03:13,Sangat ii cantik 🤍
w**,5,S,True,2024-09-10 20:28:20,Kain selesa x mengecewakan
F**🍉,5,XXL,True,2024-09-08 11:08:58,Kain selesa di pakai
m**r,5,XS,True,2024-08-24 21:29:37,Cantik...berpuas hati
N**h m** n**,4,XL,True,2025-01-08 10:11:42,lawa.tapi selendang jarang sgt
W**s,5,XXL,True,2025-12-15 09:54:37,Material ok
Z**a,2,XXL,True,2025-05-30 10:06:59,Material tebal dan keras. Tidak flowy Dan berat Bila pakai. Sorry no for me✌🏻
B**y,5,L,True,2025-05-15 18:15:59,Cantik sangat♥️
𝓂**𝓉,5,M,True,2025-03-13 10:43:32,Sumpah kain best!!!
A** A**i,5,XL,True,2025-02-12 00:20:03,Cantik sangat2 😍
K** A** 7**,5,M,True,2024-12-30 16:19:58,Cantik sgt
A**l,5,M,True,2024-10-29 16:21:06,Terbaik lahh
C**e,5,XXXL,True,2024-10-17 22:59:44,best kain sejuk
S**🤗,5,XL,True,2024-10-06 12:49:09,Quality goods
W**0,5,S,True,2024-10-04 07:37:32,Sgt la cantik😍
🕊**🕊,5,L,True,2024-09-24 15:45:09,Good material
A**5,5,L,True,2024-09-19 22:10:15,Cantik sangat
M**💟,5,S,True,2024-09-09 08:11:05,Barang smpai ok
S**i N**i R**i,5,XL,True,2024-06-19 12:34:12,Amazing & nice
n**y,5,S,True,2024-06-13 22:57:06,Cantikkk sangat
s**9,5,L,True,2024-06-13 21:11:46,sangat cantik
s**a,4,L,True,2024-10-03 10:43:20,cantik puas hati dengan harga
M**a M**d,5,"Shawl, L",True,2026-02-17 17:39:05,Good
ن**ي,5,L,True,2025-12-30 18:40:12,terbaik
r**_,5,XL,True,2025-03-16 18:10:39,Terbaik
L**y,5,S,True,2025-02-11 15:09:16,Cantik
** S**a,5,M,True,2025-02-06 08:13:34,Pretty
S**🇾,5,XXL,True,2025-01-05 15:40:34,Cantik
b**o,5,XXXL,True,2024-12-30 10:38:48,Perfect
R**i,5,M,True,2024-12-23 18:06:48,Cantik
n** S**,5,L,True,2024-12-01 12:54:59,Gooad
J**e H**a,5,L,True,2024-10-31 15:19:51,Cantik
E**4,5,XS,True,2024-10-30 16:02:58,Cantik
N**i M**d J**r,5,M,True,2024-10-16 00:07:37,Cantik
A**a,5,M,True,2024-09-30 19:25:06,terbaikk
N**z,5,M,True,2024-09-22 12:57:49,💐
**,5,S,True,2024-09-18 10:25:33,nice
d**4,5,M,True,2024-09-14 21:52:28,Cantik
t**🌹,5,M,True,2024-09-06 00:59:07,Cantikkkk
d**T,5,XXL,True,2024-09-02 19:29:05,Excellent
b**a,5,M,True,2024-06-28 22:24:03,🫶🏻
n**n,5,XL,True,2024-06-14 08:57:31,Cantik
ꉆ**•,5,XXXL,True,2024-06-13 12:12:07,nice
y**t,5,S,True,2024-06-12 18:12:13,Good
M**n U**,5,XL,True,2024-06-11 10:33:27,Terbaik.
_**r,5,"Shawl, XXXL",True,2026-03-06 11:40:46,
A**e y**f,5,"Shawl, XXXL",True,2026-03-06 07:39:25,
w**e,5,"No Shawl, M",True,2026-03-04 10:39:47,
F**t,5,"Shawl, XXXL",True,2026-03-02 21:16:11,
H**q I**️,5,"No Shawl, XXL",True,2026-02-28 08:52:33,
**,5,"Shawl, L",True,2026-02-26 07:23:26,
a**n,5,"Shawl, S",True,2026-02-25 23:06:35,
r**🍀,5,"No Shawl, S",True,2026-02-22 23:32:16,
y**n,5,"No Shawl, M",True,2026-02-22 21:53:23,
A**h A**d,5,"Shawl, XXL",True,2026-02-21 01:43:54,
S**T,5,"No Shawl, M",True,2026-02-18 19:01:39,
S**u,5,"Shawl, M",True,2026-02-17 19:46:03,
S**u,5,"No Shawl, L",True,2026-02-17 19:46:03,
m**🍉,5,"No Shawl, S",True,2026-02-16 21:36:27,
S**l,5,"No Shawl, XXXL",True,2026-02-14 19:00:28,
s**a **,5,"No Shawl, XXL",True,2026-02-14 09:46:09,
A**z,5,"No Shawl, M",True,2026-02-13 21:31:33,
M**I,5,"No Shawl, XS",True,2026-02-13 15:20:09,
a**0,5,"Shawl, XL",True,2026-02-12 21:30:34,
a**b,5,"Shawl, S",True,2026-02-12 16:21:37,
a**l,5,XL,True,2026-01-09 10:21:36,
h**0,5,XXL,True,2026-01-08 08:14:15,
S**,5,XXXL,True,2026-01-04 09:05:33,
M**e,5,XL,True,2026-01-01 23:23:49,
m**4,5,M,True,2025-12-30 11:55:06,
A**a H**5,5,XL,True,2025-12-30 07:19:39,
A**2,5,L,True,2025-12-29 13:34:31,
j**2,5,M,True,2025-12-23 16:31:12,
m**r,5,XXL,True,2025-12-23 14:38:05,
H**a H**n,5,L,True,2025-12-19 20:12:50,
T**a,5,L,True,2025-12-18 16:17:59,
k**,5,S,True,2025-12-18 13:15:20,
@**r,5,XS,True,2025-12-17 11:30:21,
j**1,5,S,True,2025-12-12 21:50:45,
j**a,5,XL,True,2025-12-12 20:29:18,
K** i**a,5,XS,True,2025-12-06 22:40:35,
k**k f**x,5,L,True,2025-09-23 16:35:13,
8**5,5,XL,True,2025-08-01 22:04:40,
A**️,5,L,True,2025-07-19 13:30:06,
c**7,5,M,True,2025-07-17 19:15:52,
M**z A**a,5,S,True,2025-07-17 13:35:28,
h**3,5,XXXL,True,2025-07-16 20:54:10,
I**n,5,XL,True,2025-07-15 21:24:51,
e**y,5,XS,True,2025-07-08 20:57:55,
m**n,5,XL,True,2025-06-14 12:59:35,
Z**a B**a,5,M,True,2025-06-11 20:39:22,
n**e,5,M,True,2025-05-31 12:38:53,
O**~,5,M,True,2025-05-31 11:50:38,
N**,5,M,True,2025-05-30 18:13:44,
^**^,5,XXXL,True,2025-05-28 15:23:30,
n**p,5,XL,True,2025-05-26 21:17:05,
a**k,5,XXL,True,2025-05-21 20:34:46,
N**,5,XS,True,2025-05-17 01:47:17,
A** I**l,5,XXXL,True,2025-05-06 15:55:45,
e**,5,XL,True,2025-04-29 23:35:31,
e**a,5,XS,True,2025-04-29 08:32:54,
ک**ڠ,5,L,True,2025-04-27 16:46:07,
n**d,5,XS,True,2025-04-25 17:21:40,
N**s,5,M,True,2025-03-25 20:14:55,
F**h,5,M,True,2025-03-16 16:21:20,
n**h,5,S,True,2025-03-16 12:30:58,
i**r,5,XL,True,2025-03-16 04:10:38,
C**w,5,XL,True,2025-03-14 22:49:06,
S**.,5,M,True,2025-03-13 09:17:15,
a**n,5,M,True,2025-03-11 17:28:40,
M**t,5,M,True,2025-03-10 14:26:31,
n**3,5,M,True,2025-03-09 20:16:16,
m**s,5,M,True,2025-03-09 12:27:26,
A**2,5,L,True,2025-03-08 17:20:29,
☆**a I**l **,5,M,True,2025-03-03 07:42:40,
K** C**h,5,M,True,2025-02-22 16:04:35,
Q**q,5,XS,True,2025-02-16 11:29:59,
z**i,5,L,True,2025-02-13 15:59:50,
E**4,5,S,True,2025-02-13 08:15:13,
b**y,5,L,True,2025-02-11 15:27:21,
n**m,5,L,True,2025-02-07 08:15:39,
🇲**🦠,5,S,True,2025-01-24 23:47:54,
m**3,5,L,True,2025-01-17 00:42:50,
m**🦋,5,XXXL,True,2025-01-15 08:01:42,
A**d,5,XXL,True,2025-01-11 14:29:21,
c**k,5,S,True,2024-12-30 18:46:59,
L**e A** L** L**e,5,M,True,2024-12-30 12:05:10,
s**u,5,XL,True,2024-12-29 19:13:25,
a**r,5,XL,True,2024-12-29 18:51:37,
Y**🦋,5,XL,True,2024-12-29 18:26:49,
K**a,5,M,True,2024-12-28 23:27:21,
M**🌸,5,L,True,2024-12-28 19:49:45,
s**d,5,XXXL,True,2024-12-28 07:30:18,
N**Z,5,M,True,2024-12-27 17:54:54,
P**_,5,L,True,2024-12-27 17:32:06,
S**a,5,M,True,2024-12-26 22:21:28,
R**a,5,XXXL,True,2024-12-26 20:55:56,
W**5,5,XL,True,2024-12-25 07:07:39,
b**9,5,L,True,2024-12-24 10:23:00,
t**e,5,L,True,2024-12-22 16:36:53,
A**g,5,XXXL,True,2024-12-22 12:15:06,
A**f,5,XL,True,2024-12-16 20:21:29,
h**🌹,5,L,True,2024-12-16 18:23:09,
J**,5,XXXL,True,2024-12-16 10:58:29,
** T**y B**,5,XS,True,2024-12-15 22:03:25,
K** **,5,M,True,2024-12-13 22:45:50,
A**2,5,L,True,2024-12-13 19:38:27,
_**_,5,XXXL,True,2024-12-11 16:50:46,
C**5,5,S,True,2024-12-11 08:05:55,
**,5,S,True,2024-12-10 17:46:14,
W**z,5,XXL,True,2024-12-10 08:58:43,
n**m,5,S,True,2024-12-08 16:02:27,
Y**e B**y,5,L,True,2024-12-07 21:13:55,
s**,5,XL,True,2024-12-04 20:56:16,
n**m,5,S,True,2024-12-04 20:10:04,
f**z,5,L,True,2024-12-04 07:48:27,
E**a,5,S,True,2024-11-29 21:29:39,
A**n S**a A**m,5,XL,True,2024-11-08 22:14:44,
N**a,5,M,True,2024-11-08 21:47:34,
Q**h M**a A**e,5,S,True,2024-11-05 10:30:17,
n**3,5,XS,True,2024-11-03 08:33:32,
b**,5,M,True,2024-11-02 21:34:07,
M**,5,S,True,2024-11-02 13:08:48,
n**l,5,L,True,2024-10-31 10:14:04,
C** J**a,5,XS,True,2024-10-26 09:25:36,
s**4,5,L,True,2024-10-25 15:55:57,
h**a,5,XL,True,2024-10-25 14:15:59,
S**a,5,M,True,2024-10-24 08:47:35,
C**l S**,5,XL,True,2024-10-22 21:21:38,
s**.,5,XS,True,2024-10-22 18:02:33,
J**b,5,XXXL,True,2024-10-21 21:36:50,
A**a,5,XL,True,2024-10-21 11:48:53,
N**h,5,S,True,2024-10-18 13:04:33,
C**l S**,5,S,True,2024-10-17 22:51:51,
M** L**,5,XL,True,2024-10-17 20:27:38,
r**a r**m,5,XS,True,2024-10-17 09:39:38,
n**0,5,S,True,2024-10-16 17:19:03,
m**6,5,XXL,True,2024-10-16 11:09:45,
m**n G**,5,L,True,2024-10-14 22:36:23,
Y**i,5,M,True,2024-10-08 17:55:04,
M** S**i,5,XXL,True,2024-10-08 11:18:14,
M**a,5,XL,True,2024-10-06 18:11:37,
s**5,5,XXXL,True,2024-10-04 23:06:07,
f**2,5,L,True,2024-10-04 09:17:53,
A**🌺,5,XXXL,True,2024-10-03 23:57:43,
ʀ**ᴍ ʜ**ᴍ **,5,XL,True,2024-10-03 23:10:39,
N**Z,5,XXL,True,2024-10-03 18:46:51,
O**r,5,S,True,2024-10-03 14:07:31,
j**a m**h,5,XXL,True,2024-10-03 07:56:45,
n**n,5,XXL,True,2024-10-01 23:09:04,
m**æ,5,M,True,2024-10-01 18:18:11,
h**i,5,S,True,2024-10-01 13:00:00,
M**6,5,S,True,2024-09-30 21:46:09,
E**e,4,"Shawl, S",True,2026-02-15 19:05:49,Cantik
m**,4,L,True,2025-03-10 17:36:14,Cantik.
A**3,3,M,True,2025-02-23 15:07:55,Sesuai dgn harga
L**a A**9,4,M,True,2026-01-10 18:26:01,
N**a B**r,4,XXL,True,2025-12-27 19:49:08,
H**,4,XS,True,2025-03-09 14:50:51,
m**n,4,XL,True,2025-02-13 18:09:31,
R**e,4,L,True,2025-01-17 15:25:02,
t**7,4,XXL,True,2024-12-28 21:51:51,
